06:29:20.091928 write(1, "\n", 1)       = 1 <1.156546>
06:29:21.310982 write(1, "I am New Thread!\n", 17) = 17 <0.000159>
06:29:21.311933 write(1, "I am New Thread!\n", 17) = 17 <0.000302>
06:29:21.313473 write(1, "I am New Thread!\n", 17) = 17 <0.000145>
06:29:21.314432 write(1, "I am New Thread!\n", 17) = 17 <0.000990>
06:29:21.316899 write(1, "I am New Thread!\n", 17) = 17 <0.000164>
06:29:21.318307 write(1, "I am New Thread!\n", 17) = 17 <0.000130>
06:29:21.319544 write(1, "I am New Thread!\n", 17) = 17 <0.000190>
06:29:21.320852 write(1, "I am New Thread!\n", 17) = 17 <0.000168>
06:29:21.322352 write(1, "I am New Thread!\n", 17) = 17 <0.000331>
06:29:21.323531 write(1, "I am New Thread!\n", 17) = 17 <0.000114>
06:29:21.324607 write(1, "I am New Thread!\n", 17) = 17 <0.000161>
06:29:21.325592 write(1, "I am New Thread!\n", 17) = 17 <0.000236>
06:29:21.326992 write(1, "I am New Thread!\n", 17) = 17 <0.000147>
06:29:21.328284 write(1, "I am New Thread!\n", 17) = 17 <0.000200>
06:29:21.329664 write(1, "I am New Thread!\n", 17) = 17 <0.000187>
06:29:21.330863 write(1, "I am New Thread!\n", 17) = 17 <0.000218>
06:29:21.332191 write(1, "I am New Thread!\n", 17) = 17 <0.000199>
06:29:21.333745 write(1, "I am New Thread!\n", 17) = 17 <0.000231>
06:29:21.335167 write(1, "I am New Thread!\n", 17) = 17 <0.000214>
06:29:21.336741 write(1, "I am New Thread!\n", 17) = 17 <0.000325>
06:29:21.338457 write(1, "I am New Thread!\n", 17) = 17 <0.000241>
06:29:21.339792 write(1, "I am New Thread!\n", 17) = 17 <0.000171>
06:29:21.341046 write(1, "I am New Thread!\n", 17) = 17 <0.000213>
06:29:21.342227 write(1, "I am New Thread!\n", 17) = 17 <0.000090>
06:29:21.343375 write(1, "I am New Thread!\n", 17) = 17 <0.000221>
06:29:21.344664 write(1, "I am New Thread!\n", 17) = 17 <0.000259>
06:29:21.345891 write(1, "I am New Thread!\n", 17) = 17 <0.000160>
06:29:21.347355 write(1, "I am New Thread!\n", 17) = 17 <0.000226>
06:29:21.349474 write(1, "I am New Thread!\n", 17) = 17 <0.000510>
06:29:21.351790 write(1, "I am New Thread!\n", 17) = 17 <0.000146>
06:29:21.353090 write(1, "I am New Thread!\n", 17) = 17 <0.000220>
06:29:21.354447 write(1, "I am New Thread!\n", 17) = 17 <0.000485>
06:29:21.356125 write(1, "I am New Thread!\n", 17) = 17 <0.000238>
06:29:21.357501 write(1, "I am New Thread!\n", 17) = 17 <0.000176>
06:29:21.358700 write(1, "I am New Thread!\n", 17) = 17 <0.000197>
06:29:21.359897 write(1, "I am New Thread!\n", 17) = 17 <0.000060>
06:29:21.366132 write(1, "I am New Thread!\n", 17) = 17 <0.000079>
06:29:21.367254 write(1, "I am New Thread!\n", 17) = 17 <0.000110>
06:29:21.368361 write(1, "I am New Thread!\n", 17) = 17 <0.000045>
06:29:21.369559 write(1, "I am New Thread!\n", 17) = 17 <0.000074>
06:29:21.370852 write(1, "I am New Thread!\n", 17) = 17 <0.000060>
06:29:21.372380 write(1, "I am New Thread!\n", 17) = 17 <0.000064>
06:29:21.373518 write(1, "I am New Thread!\n", 17) = 17 <0.000048>
06:29:21.374765 write(1, "I am New Thread!\n", 17) = 17 <0.000045>
06:29:21.375706 write(1, "I am New Thread!\n", 17) = 17 <0.000046>
06:29:21.376606 write(1, "I am New Thread!\n", 17) = 17 <0.000042>
06:29:21.377564 write(1, "I am New Thread!\n", 17) = 17 <0.000182>
06:29:21.378782 write(1, "I am New Thread!\n", 17) = 17 <0.000046>
06:29:21.379733 write(1, "I am New Thread!\n", 17) = 17 <0.000060>
06:29:21.381187 write(1, "I am New Thread!\n", 17) = 17 <0.000108>
06:29:21.383815 write(1, "I am New Thread!\n", 17) = 17 <0.000079>
06:29:21.385236 write(1, "I am New Thread!\n", 17) = 17 <0.000132>
06:29:21.386543 write(1, "I am New Thread!\n", 17) = 17 <0.000061>
06:29:21.387803 write(1, "I am New Thread!\n", 17) = 17 <0.000045>
06:29:21.388747 write(1, "I am New Thread!\n", 17) = 17 <0.000050>
06:29:21.390096 write(1, "I am New Thread!\n", 17) = 17 <0.000047>
06:29:21.391085 write(1, "I am New Thread!\n", 17) = 17 <0.000041>
06:29:21.391910 write(1, "I am New Thread!\n", 17) = 17 <0.000039>
06:29:21.392884 write(1, "I am New Thread!\n", 17) = 17 <0.000042>
06:29:21.393900 write(1, "I am New Thread!\n", 17) = 17 <0.000043>
06:29:21.394911 write(1, "I am New Thread!\n", 17) = 17 <0.000044>
06:29:21.396225 write(1, "I am New Thread!\n", 17) = 17 <0.000043>
06:29:21.397220 write(1, "I am New Thread!\n", 17) = 17 <0.000046>
06:29:21.398496 write(1, "I am New Thread!\n", 17) = 17 <0.000065>
06:29:21.399936 write(1, "I am New Thread!\n", 17) = 17 <0.000119>
06:29:21.402213 write(1, "I am New Thread!\n", 17) = 17 <0.000048>
06:29:21.403489 write(1, "I am New Thread!\n", 17) = 17 <0.000171>
06:29:21.404603 write(1, "I am New Thread!\n", 17) = 17 <0.000063>
06:29:21.406170 write(1, "I am New Thread!\n", 17) = 17 <0.000045>
06:29:21.407200 write(1, "I am New Thread!\n", 17) = 17 <0.000040>
06:29:21.408118 write(1, "I am New Thread!\n", 17) = 17 <0.000041>
06:29:21.409159 write(1, "I am New Thread!\n", 17) = 17 <0.000042>
06:29:21.409957 write(1, "I am New Thread!\n", 17) = 17 <0.000041>
06:29:21.410859 write(1, "I am New Thread!\n", 17) = 17 <0.000043>
06:29:21.411852 write(1, "I am New Thread!\n", 17) = 17 <0.000046>
06:29:21.412841 write(1, "I am New Thread!\n", 17) = 17 <0.000042>
06:29:21.414135 write(1, "I am New Thread!\n", 17) = 17 <0.000045>
06:29:21.415108 write(1, "I am New Thread!\n", 17) = 17 <0.000056>
06:29:21.416429 write(1, "I am New Thread!\n", 17) = 17 <0.000095>
06:29:21.418304 write(1, "I am New Thread!\n", 17) = 17 <0.000064>
06:29:21.419533 write(1, "I am New Thread!\n", 17) = 17 <0.000103>
06:29:21.420635 write(1, "I am New Thread!\n", 17) = 17 <0.000056>
06:29:21.422282 write(1, "I am New Thread!\n", 17) = 17 <0.000068>
06:29:21.423580 write(1, "I am New Thread!\n", 17) = 17 <0.000049>
06:29:21.425296 write(1, "I am New Thread!\n", 17) = 17 <0.000057>
06:29:21.426427 write(1, "I am New Thread!\n", 17) = 17 <0.000061>
06:29:21.427818 write(1, "I am New Thread!\n", 17) = 17 <0.000065>
06:29:21.429501 write(1, "I am New Thread!\n", 17) = 17 <0.000176>
06:29:21.431164 write(1, "I am New Thread!\n", 17) = 17 <0.000143>
06:29:21.432952 write(1, "I am New Thread!\n", 17) = 17 <0.000061>
06:29:21.434843 write(1, "I am New Thread!\n", 17) = 17 <0.000447>
06:29:21.436950 write(1, "I am New Thread!\n", 17) = 17 <0.000050>
06:29:21.438120 write(1, "I am New Thread!\n", 17) = 17 <0.000068>
06:29:21.439566 write(1, "I am New Thread!\n", 17) = 17 <0.000050>
06:29:21.440788 write(1, "I am New Thread!\n", 17) = 17 <0.000043>
06:29:21.441675 write(1, "I am New Thread!\n", 17) = 17 <0.000041>
06:29:21.442852 write(1, "I am New Thread!\n", 17) = 17 <0.000040>
06:29:21.443702 write(1, "I am New Thread!\n", 17) = 17 <0.000054>
06:29:21.444893 write(1, "I am New Thread!\n", 17) = 17 <0.000053>
06:29:21.446699 write(1, "I am New Thread!\n", 17) = 17 <0.000051>
06:29:21.448289 write(1, "I am New Thread!\n", 17) = 17 <0.000094>
06:29:21.449917 write(1, "I am New Thread!\n", 17) = 17 <0.000062>
06:29:21.451131 write(1, "I am New Thread!\n", 17) = 17 <0.000104>
06:29:21.452514 write(1, "I am New Thread!\n", 17) = 17 <0.000048>
06:29:21.453933 write(1, "I am New Thread!\n", 17) = 17 <0.000058>
06:29:21.455506 write(1, "I am New Thread!\n", 17) = 17 <0.000116>
06:29:21.456606 write(1, "I am New Thread!\n", 17) = 17 <0.000058>
06:29:21.457651 write(1, "I am New Thread!\n", 17) = 17 <0.000043>
06:29:21.458673 write(1, "I am New Thread!\n", 17) = 17 <0.000135>
06:29:21.459927 write(1, "I am New Thread!\n", 17) = 17 <0.000048>
06:29:21.460746 write(1, "I am New Thread!\n", 17) = 17 <0.000049>
06:29:21.462405 write(1, "I am New Thread!\n", 17) = 17 <0.000053>
06:29:21.463858 write(1, "I am New Thread!\n", 17) = 17 <0.000053>
06:29:21.464836 write(1, "I am New Thread!\n", 17) = 17 <0.000093>
06:29:21.467175 write(1, "I am New Thread!\n", 17) = 17 <0.000097>
06:29:21.468715 write(1, "I am New Thread!\n", 17) = 17 <0.000053>
06:29:21.470486 write(1, "I am New Thread!\n", 17) = 17 <0.000052>
06:29:21.471842 write(1, "I am New Thread!\n", 17) = 17 <0.000064>
06:29:21.472990 write(1, "I am New Thread!\n", 17) = 17 <0.000048>
06:29:21.474013 write(1, "I am New Thread!\n", 17) = 17 <0.000045>
06:29:21.475185 write(1, "I am New Thread!\n", 17) = 17 <0.000063>
06:29:21.476258 write(1, "I am New Thread!\n", 17) = 17 <0.000069>
06:29:21.477404 write(1, "I am New Thread!\n", 17) = 17 <0.000054>
06:29:21.478401 write(1, "I am New Thread!\n", 17) = 17 <0.000051>
06:29:21.479709 write(1, "I am New Thread!\n", 17) = 17 <0.000050>
06:29:21.481168 write(1, "I am New Thread!\n", 17) = 17 <0.000058>
06:29:21.482408 write(1, "I am New Thread!\n", 17) = 17 <0.000168>
06:29:21.483816 write(1, "I am New Thread!\n", 17) = 17 <0.000063>
06:29:21.484989 write(1, "I am New Thread!\n", 17) = 17 <0.000049>
06:29:21.486342 write(1, "I am New Thread!\n", 17) = 17 <0.000052>
06:29:21.487611 write(1, "I am New Thread!\n", 17) = 17 <0.000045>
06:29:21.488716 write(1, "I am New Thread!\n", 17) = 17 <0.000043>
06:29:21.489732 write(1, "I am New Thread!\n", 17) = 17 <0.000042>
06:29:21.490610 write(1, "I am New Thread!\n", 17) = 17 <0.000041>
06:29:21.491632 write(1, "I am New Thread!\n", 17) = 17 <0.000055>
06:29:21.492685 write(1, "I am New Thread!\n", 17) = 17 <0.000046>
06:29:21.494216 write(1, "I am New Thread!\n", 17) = 17 <0.000051>
06:29:21.495269 write(1, "I am New Thread!\n", 17) = 17 <0.000060>
06:29:21.496514 write(1, "I am New Thread!\n", 17) = 17 <0.000040>
06:29:21.498196 write(1, "I am New Thread!\n", 17) = 17 <0.000044>
06:29:21.499540 write(1, "I am New Thread!\n", 17) = 17 <0.000108>
06:29:21.500653 write(1, "I am New Thread!\n", 17) = 17 <0.000060>
06:29:21.502299 write(1, "I am New Thread!\n", 17) = 17 <0.000044>
06:29:21.503592 write(1, "I am New Thread!\n", 17) = 17 <0.000118>
06:29:21.504735 write(1, "I am New Thread!\n", 17) = 17 <0.000046>
06:29:21.505825 write(1, "I am New Thread!\n", 17) = 17 <0.000049>
06:29:21.506870 write(1, "I am New Thread!\n", 17) = 17 <0.000046>
06:29:21.507878 write(1, "I am New Thread!\n", 17) = 17 <0.000045>
06:29:21.509186 write(1, "I am New Thread!\n", 17) = 17 <0.000040>
06:29:21.510069 write(1, "I am New Thread!\n", 17) = 17 <0.000044>
06:29:21.511253 write(1, "I am New Thread!\n", 17) = 17 <0.000043>
06:29:21.512504 write(1, "I am New Thread!\n", 17) = 17 <0.000043>
06:29:21.513733 write(1, "I am New Thread!\n", 17) = 17 <0.000043>
06:29:21.514923 write(1, "I am New Thread!\n", 17) = 17 <0.000043>
06:29:21.515880 write(1, "I am New Thread!\n", 17) = 17 <0.000043>
06:29:21.517036 write(1, "I am New Thread!\n", 17) = 17 <0.000120>
06:29:21.518797 write(1, "I am New Thread!\n", 17) = 17 <0.000051>
06:29:21.519808 write(1, "I am New Thread!\n", 17) = 17 <0.000054>
06:29:21.521182 write(1, "I am New Thread!\n", 17) = 17 <0.000053>
06:29:21.522480 write(1, "I am New Thread!\n", 17) = 17 <0.000043>
06:29:21.523382 write(1, "I am New Thread!\n", 17) = 17 <0.000116>
06:29:21.524806 write(1, "I am New Thread!\n", 17) = 17 <0.000052>
06:29:21.525838 write(1, "I am New Thread!\n", 17) = 17 <0.000064>
06:29:21.526982 write(1, "I am New Thread!\n", 17) = 17 <0.000053>
06:29:21.528430 write(1, "I am New Thread!\n", 17) = 17 <0.000051>
06:29:21.529597 write(1, "I am New Thread!\n", 17) = 17 <0.000064>
06:29:21.530934 write(1, "I am New Thread!\n", 17) = 17 <0.000049>
06:29:21.532356 write(1, "I am New Thread!\n", 17) = 17 <0.000051>
06:29:21.533556 write(1, "I am New Thread!\n", 17) = 17 <0.000052>
06:29:21.534687 write(1, "I am New Thread!\n", 17) = 17 <0.000048>
06:29:21.535791 write(1, "I am New Thread!\n", 17) = 17 <0.000047>
06:29:21.538820 write(1, "I am New Thread!\n", 17) = 17 <0.000051>
06:29:21.539823 write(1, "I am New Thread!\n", 17) = 17 <0.000046>
06:29:21.540879 write(1, "I am New Thread!\n", 17) = 17 <0.000044>
06:29:21.541882 write(1, "I am New Thread!\n", 17) = 17 <0.000046>
06:29:21.542944 write(1, "I am New Thread!\n", 17) = 17 <0.000044>
06:29:21.543926 write(1, "I am New Thread!\n", 17) = 17 <0.000045>
06:29:21.544962 write(1, "I am New Thread!\n", 17) = 17 <0.000044>
06:29:21.545926 write(1, "I am New Thread!\n", 17) = 17 <0.000042>
06:29:21.547254 write(1, "I am New Thread!\n", 17) = 17 <0.000043>
06:29:21.548531 write(1, "I am New Thread!\n", 17) = 17 <0.000050>
06:29:21.549522 write(1, "I am New Thread!\n", 17) = 17 <0.000044>
06:29:21.550638 write(1, "I am New Thread!\n", 17) = 17 <0.000047>
06:29:21.552108 write(1, "I am New Thread!\n", 17) = 17 <0.000045>
06:29:21.553290 write(1, "I am New Thread!\n", 17) = 17 <0.000044>
06:29:21.554403 write(1, "I am New Thread!\n", 17) = 17 <0.000048>
06:29:21.555403 write(1, "I am New Thread!\n", 17) = 17 <0.000046>
06:29:21.556397 write(1, "I am New Thread!\n", 17) = 17 <0.000045>
06:29:21.557524 write(1, "I am New Thread!\n", 17) = 17 <0.000044>
06:29:21.558500 write(1, "I am New Thread!\n", 17) = 17 <0.000014>
06:29:21.559643 write(1, "I am New Thread!\n", 17) = 17 <0.000040>
06:29:21.560705 write(1, "I am New Thread!\n", 17) = 17 <0.000063>
06:29:21.561847 write(1, "I am New Thread!\n", 17) = 17 <0.000046>
06:29:21.563129 write(1, "I am New Thread!\n", 17) = 17 <0.000065>
06:29:21.564317 write(1, "I am New Thread!\n", 17) = 17 <0.000060>
06:29:21.565820 write(1, "I am New Thread!\n", 17) = 17 <0.000047>
06:29:21.566841 write(1, "I am New Thread!\n", 17) = 17 <0.000049>
06:29:21.567931 write(1, "I am New Thread!\n", 17) = 17 <0.000062>
06:29:21.569405 write(1, "I am New Thread!\n", 17) = 17 <0.000053>
06:29:21.570469 write(1, "I am New Thread!\n", 17) = 17 <0.000047>
06:29:21.571812 write(1, "I am New Thread!\n", 17) = 17 <0.000045>
06:29:21.572869 write(1, "I am New Thread!\n", 17) = 17 <0.000044>
06:29:21.573888 write(1, "I am New Thread!\n", 17) = 17 <0.000047>
06:29:21.574903 write(1, "I am New Thread!\n", 17) = 17 <0.000058>
06:29:21.575981 write(1, "I am New Thread!\n", 17) = 17 <0.000052>
06:29:21.576935 write(1, "I am New Thread!\n", 17) = 17 <0.000045>
06:29:21.577811 write(1, "I am New Thread!\n", 17) = 17 <0.000047>
06:29:21.579413 write(1, "I am New Thread!\n", 17) = 17 <0.000044>
06:29:21.580453 write(1, "I am New Thread!\n", 17) = 17 <0.000048>
06:29:21.581606 write(1, "I am New Thread!\n", 17) = 17 <0.000052>
06:29:21.582878 write(1, "I am New Thread!\n", 17) = 17 <0.000051>
06:29:21.584276 write(1, "I am New Thread!\n", 17) = 17 <0.000044>
06:29:21.585404 write(1, "I am New Thread!\n", 17) = 17 <0.000047>
06:29:21.586758 write(1, "I am New Thread!\n", 17) = 17 <0.000045>
06:29:21.588008 write(1, "I am New Thread!\n", 17) = 17 <0.000046>
06:29:21.589182 write(1, "I am New Thread!\n", 17) = 17 <0.000044>
06:29:21.590220 write(1, "I am New Thread!\n", 17) = 17 <0.000042>
06:29:21.591252 write(1, "I am New Thread!\n", 17) = 17 <0.000041>
06:29:21.592161 write(1, "I am New Thread!\n", 17) = 17 <0.000045>
06:29:21.593196 write(1, "I am New Thread!\n", 17) = 17 <0.000056>
06:29:21.594253 write(1, "I am New Thread!\n", 17) = 17 <0.000050>
06:29:21.595599 write(1, "I am New Thread!\n", 17) = 17 <0.000085>
06:29:21.596547 write(1, "I am New Thread!\n", 17) = 17 <0.000056>
06:29:21.597538 write(1, "I am New Thread!\n", 17) = 17 <0.000053>
06:29:21.598514 write(1, "I am New Thread!\n", 17) = 17 <0.000049>
06:29:21.599952 write(1, "I am New Thread!\n", 17) = 17 <0.000047>
06:29:21.600934 write(1, "I am New Thread!\n", 17) = 17 <0.000046>
06:29:21.602368 write(1, "I am New Thread!\n", 17) = 17 <0.000064>
06:29:21.603391 write(1, "I am New Thread!\n", 17) = 17 <0.000171>
06:29:21.604677 write(1, "I am New Thread!\n", 17) = 17 <0.000048>
06:29:21.605861 write(1, "I am New Thread!\n", 17) = 17 <0.000045>
06:29:21.607005 write(1, "I am New Thread!\n", 17) = 17 <0.000044>
06:29:21.608122 write(1, "I am New Thread!\n", 17) = 17 <0.000043>
06:29:21.609172 write(1, "I am New Thread!\n", 17) = 17 <0.000041>
06:29:21.610116 write(1, "I am New Thread!\n", 17) = 17 <0.000041>
06:29:21.611125 write(1, "I am New Thread!\n", 17) = 17 <0.000044>
06:29:21.612321 write(1, "I am New Thread!\n", 17) = 17 <0.000049>
06:29:21.613247 write(1, "I am New Thread!\n", 17) = 17 <0.000017>
06:29:21.614487 write(1, "I am New Thread!\n", 17) = 17 <0.000172>
06:29:21.615740 write(1, "I am New Thread!\n", 17) = 17 <0.000045>
06:29:21.616870 write(1, "I am New Thread!\n", 17) = 17 <0.000070>
06:29:21.618291 write(1, "I am New Thread!\n", 17) = 17 <0.000091>
06:29:21.620874 write(1, "I am New Thread!\n", 17) = 17 <0.000046>
06:29:21.621899 write(1, "I am New Thread!\n", 17) = 17 <0.000045>
06:29:21.622793 write(1, "I am New Thread!\n", 17) = 17 <0.000043>
06:29:21.623631 write(1, "I am New Thread!\n", 17) = 17 <0.000044>
06:29:21.624585 write(1, "I am New Thread!\n", 17) = 17 <0.000041>
06:29:21.625662 write(1, "I am New Thread!\n", 17) = 17 <0.000045>
06:29:21.626799 write(1, "I am New Thread!\n", 17) = 17 <0.000046>
06:29:21.627668 write(1, "I am New Thread!\n", 17) = 17 <0.000047>
06:29:21.628967 write(1, "I am New Thread!\n", 17) = 17 <0.000047>
06:29:21.630240 write(1, "I am New Thread!\n", 17) = 17 <0.000042>
06:29:21.631138 write(1, "I am New Thread!\n", 17) = 17 <0.000044>
06:29:21.632168 write(1, "I am New Thread!\n", 17) = 17 <0.000065>
06:29:21.633410 write(1, "I am New Thread!\n", 17) = 17 <0.000053>
06:29:21.634667 write(1, "I am New Thread!\n", 17) = 17 <0.000040>
06:29:21.635611 write(1, "I am New Thread!\n", 17) = 17 <0.000133>
06:29:21.637093 write(1, "I am New Thread!\n", 17) = 17 <0.000052>
06:29:21.638163 write(1, "I am New Thread!\n", 17) = 17 <0.000046>
06:29:21.639312 write(1, "I am New Thread!\n", 17) = 17 <0.000044>
06:29:21.640319 write(1, "I am New Thread!\n", 17) = 17 <0.000045>
06:29:21.641361 write(1, "I am New Thread!\n", 17) = 17 <0.000054>
06:29:21.642323 write(1, "I am New Thread!\n", 17) = 17 <0.000041>
06:29:21.643378 write(1, "I am New Thread!\n", 17) = 17 <0.000044>
06:29:21.644320 write(1, "I am New Thread!\n", 17) = 17 <0.000044>
06:29:21.645265 write(1, "I am New Thread!\n", 17) = 17 <0.000044>
06:29:21.646167 write(1, "I am New Thread!\n", 17) = 17 <0.000044>
06:29:21.647086 write(1, "I am New Thread!\n", 17) = 17 <0.000045>
06:29:21.648158 write(1, "I am New Thread!\n", 17) = 17 <0.000051>
06:29:21.649108 write(1, "I am New Thread!\n", 17) = 17 <0.000048>
06:29:21.650294 write(1, "I am New Thread!\n", 17) = 17 <0.000045>
06:29:21.651513 write(1, "I am New Thread!\n", 17) = 17 <0.000051>
06:29:21.652623 write(1, "I am New Thread!\n", 17) = 17 <0.000043>
06:29:21.653762 write(1, "I am New Thread!\n", 17) = 17 <0.000059>
06:29:21.654816 write(1, "I am New Thread!\n", 17) = 17 <0.000044>
06:29:21.655772 write(1, "I am New Thread!\n", 17) = 17 <0.000045>
06:29:21.656758 write(1, "I am New Thread!\n", 17) = 17 <0.000057>
06:29:21.658026 write(1, "I am New Thread!\n", 17) = 17 <0.000045>
06:29:21.658928 write(1, "I am New Thread!\n", 17) = 17 <0.000044>
06:29:21.659975 write(1, "I am New Thread!\n", 17) = 17 <0.000045>
06:29:21.660892 write(1, "I am New Thread!\n", 17) = 17 <0.000068>
06:29:21.662229 write(1, "I am New Thread!\n", 17) = 17 <0.000071>
06:29:21.663455 write(1, "I am New Thread!\n", 17) = 17 <0.000044>
06:29:21.664421 write(1, "I am New Thread!\n", 17) = 17 <0.000043>
06:29:21.665334 write(1, "I am New Thread!\n", 17) = 17 <0.000068>
06:29:21.666690 write(1, "I am New Thread!\n", 17) = 17 <0.000045>
06:29:21.667855 write(1, "I am New Thread!\n", 17) = 17 <0.000052>
06:29:21.668860 write(1, "I am New Thread!\n", 17) = 17 <0.000044>
06:29:21.670106 write(1, "I am New Thread!\n", 17) = 17 <0.000045>
06:29:21.671336 write(1, "I am New Thread!\n", 17) = 17 <0.000044>
06:29:21.672233 write(1, "I am New Thread!\n", 17) = 17 <0.000046>
06:29:21.673261 write(1, "I am New Thread!\n", 17) = 17 <0.000043>
06:29:21.674207 write(1, "I am New Thread!\n", 17) = 17 <0.000044>
06:29:21.675204 write(1, "I am New Thread!\n", 17) = 17 <0.000045>
06:29:21.676172 write(1, "I am New Thread!\n", 17) = 17 <0.000042>
06:29:21.677018 write(1, "I am New Thread!\n", 17) = 17 <0.000043>
06:29:21.678115 write(1, "I am New Thread!\n", 17) = 17 <0.000044>
06:29:21.678923 write(1, "I am New Thread!\n", 17) = 17 <0.000045>
06:29:21.680219 write(1, "I am New Thread!\n", 17) = 17 <0.000044>
06:29:21.681207 write(1, "I am New Thread!\n", 17) = 17 <0.000040>
06:29:21.682210 write(1, "I am New Thread!\n", 17) = 17 <0.000049>
06:29:21.683161 write(1, "I am New Thread!\n", 17) = 17 <0.000061>
06:29:21.684568 write(1, "I am New Thread!\n", 17) = 17 <0.000050>
06:29:21.685756 write(1, "I am New Thread!\n", 17) = 17 <0.000099>
06:29:21.686880 write(1, "I am New Thread!\n", 17) = 17 <0.000046>
06:29:21.687930 write(1, "I am New Thread!\n", 17) = 17 <0.000043>
06:29:21.688929 write(1, "I am New Thread!\n", 17) = 17 <0.000040>
06:29:21.689829 write(1, "I am New Thread!\n", 17) = 17 <0.000044>
06:29:21.690724 write(1, "I am New Thread!\n", 17) = 17 <0.000045>
06:29:21.691772 write(1, "I am New Thread!\n", 17) = 17 <0.000043>
06:29:21.692685 write(1, "I am New Thread!\n", 17) = 17 <0.000045>
06:29:21.693614 write(1, "I am New Thread!\n", 17) = 17 <0.000044>
06:29:21.694596 write(1, "I am New Thread!\n", 17) = 17 <0.000052>
06:29:21.696591 write(1, "I am New Thread!\n", 17) = 17 <0.000043>
06:29:21.697419 write(1, "I am New Thread!\n", 17) = 17 <0.000040>
06:29:21.698420 write(1, "I am New Thread!\n", 17) = 17 <0.000107>
06:29:21.699654 write(1, "I am New Thread!\n", 17) = 17 <0.000064>
06:29:21.700606 write(1, "I am New Thread!\n", 17) = 17 <0.000071>
06:29:21.701675 write(1, "I am New Thread!\n", 17) = 17 <0.000044>
06:29:21.702793 write(1, "I am New Thread!\n", 17) = 17 <0.000052>
06:29:21.703894 write(1, "I am New Thread!\n", 17) = 17 <0.000049>
06:29:21.704976 write(1, "I am New Thread!\n", 17) = 17 <0.000043>
